日付,レースID,前走レースID,Ｒ,場所,トラックコード,前走トラックコード,馬名S,騎手,騎手コード,枠番,前走枠番,着順,前走着順,馬番,前走馬番,人気,前走人気,1角,2角,3角,4角,前1角,前2角,前3角,前4角
2021. 2.20,202102200501070102,202010170504030212,1,東京,1,0,レコレータ,津村明秀,1092,1,7,４,11,2,12,2,1,,,3,4,,,4,3
2021. 2.20,202102200501070101,202010030604080215,1,東京,1,1,カーラミーア,石川裕紀,1150,1,8,５,10,1,15,11,7,,,7,6,3,3,3,5
2021. 2.20,202102200501070104,202101310501020316,1,東京,1,1,ビーマイセルフ,嶋田純次,1134,2,8,６,３,4,16,3,1,,,9,7,,,2,2
2021. 2.20,202102200501070103,202101230601070305,1,東京,1,1,トーセンアルル,三浦皇成,1122,2,3,７,３,3,5,6,3,,,12,12,,,5,4
2021. 2.20,202102200501070105,202101300501010104,1,東京,1,1,ナンノコレシキ,横山武史,1170,3,2,８,２,5,4,1,2,,,11,11,,,7,7
2021. 2.20,202102200501070115,202101230601070114,1,東京,1,1,ステディシュシュ,柴田大知,1009,8,7,９,５,15,14,8,3,,,9,9,,,8,8
2021. 2.20,202102200501070110,202009200604040507,1,東京,1,8,ゴールデンシエロ,大野拓弥,1096,5,4,10,８,10,7,10,11,,,3,2,,13,10,10
2021. 2.20,202102200501070113,202101300501010103,1,東京,1,1,ホープケツァール,丸田恭介,1117,7,2,11,３,13,3,7,3,,,5,7,,,2,2
2021. 2.20,202102200501070108,202011010504080503,1,東京,1,0,ノーブルファミリー,岩田望来,1174,4,2,12,17,8,3,13,12,,,12,12,,,15,15
2021. 2.20,202102200501070111,202101230601070401,1,東京,1,1,ネロメルレット,木幡巧也,1162,6,1,13,４,11,1,9,9,,,7,9,,,9,8
2021. 2.20,202102200501070107,202009270604070204,1,東京,1,1,ノアジェニシス,武士沢友,1029,4,3,14,12,7,4,14,14,,,14,12,10,10,10,8
2021. 2.20,202102200501070106,202011080303040113,1,東京,1,1,プーフルフル,杉原誠人,1135,3,7,15,11,6,13,16,16,,,16,16,,,12,12
2021. 2.20,202102200501070112,202011010303020209,1,東京,1,0,パンナコッタ,嘉藤貴行,1051,6,5,16,14,12,9,15,15,,,15,15,,,11,10
2021. 2.14,202102140501060116,202101230601070301,1,東京,1,1,アラカザーム,田中勝春,684,8,1,１,５,16,1,11,9,,,10,11,,,13,12
2021. 2.14,202102140501060109,202012200605060108,1,東京,1,1,ユメノシラベ,石橋脩,1077,5,4,２,６,9,8,7,1,,,5,6,,,2,2
2021. 2.14,202102140501060105,202101240601080113,1,東京,1,1,ショウナンアドール,横山武史,1170,3,7,３,３,5,13,3,2,,,9,7,,,7,5
2021. 2.14,202102140501060113,202101050601010105,1,東京,1,1,ロングジャーニー,津村明秀,1092,7,3,４,６,13,5,2,2,,,4,4,,,4,2
2021. 2.14,202102140501060101,202012120605030113,1,東京,1,1,ケプチャン,杉原誠人,1135,1,7,５,７,1,13,13,5,,,5,5,,,6,7
2021. 2.14,202102140501060110,202101160601050103,1,東京,1,1,ニンジャゴー,Ｍ．デム,5212,5,2,６,２,10,3,4,4,,,12,10,,,2,1
2021. 2.14,202102140501060107,202101240601080107,1,東京,1,1,ヴィオマージュ,木幡巧也,1162,4,4,７,２,7,7,5,3,,,2,2,,,2,2
2021. 2.14,202102140501060112,202101050601010306,1,東京,1,1,ステイホームバブル,松山弘平,1126,6,6,８,７,12,6,6,3,,,2,2,2,2,2,2
2021. 2.14,202102140501060108,202012190605050607,1,東京,1,1,カザルス,石川裕紀,1150,4,4,９,６,8,7,10,4,,,16,16,,,14,14
2021. 2.14,202102140501060104,202011280505080107,1,東京,1,1,ドリップワン,藤田菜七,1164,2,4,10,11,4,7,15,11,,,8,7,,,1,1
2021. 2.14,202102140501060102,202012120605030506,1,東京,1,8,ウォーターリリー,原優介,1184,1,3,11,15,2,6,12,15,,,10,12,,2,1,1
2021. 2.14,202102140501060103,202010100504010104,1,東京,1,1,シーレカズマ,丸山元気,1127,2,2,12,８,3,4,8,11,,,14,13,,,3,3
2021. 2.14,202102140501060115,202101230601070104,1,東京,1,1,ラインオブフェイト,戸崎圭太,5386,8,2,13,２,15,4,1,4,,,12,13,,,9,8
2021. 2.14,202102140501060111,202010310504070411,1,東京,1,1,ヴァンキッシュ,宮崎北斗,1118,6,6,14,12,11,11,16,9,,,15,15,,,14,13
2021. 2.14,202102140501060114,202012120605030605,1,東京,1,1,リュウノマーチャン,木幡育也,1167,7,3,15,10,14,5,14,13,,,5,7,,,1,1
2021. 2.14,202102140501060106,202011290505090202,1,東京,1,0,ロジネイア,内田博幸,422,3,1,16,10,6,2,9,5,,,1,1,,,4,2
2021. 2.13,202102130501050113,202011220505060308,1,東京,1,0,マイナーズライト,三浦皇成,1122,7,4,１,９,13,8,5,4,,,14,13,,,8,11
2021. 2.13,202102130501050105,202012120605030608,1,東京,1,1,ノボベルサイユ,石川裕紀,1150,3,4,２,６,5,8,4,3,,,3,2,,,8,9
2021. 2.13,202102130501050112,202012130906040109,1,東京,1,1,サイレントナイト,岩田望来,1174,6,6,３,10,12,9,9,9,,,7,7,,,5,3
2021. 2.13,202102130501050102,202101230701070208,1,東京,1,1,イサチルプリンス,江田照男,689,1,7,４,３,2,8,2,2,,,4,4,,,5,5
2021. 2.13,202102130501050103,202012120605030211,1,東京,1,8,フーラリ,戸崎圭太,5386,2,6,５,３,3,11,1,1,,,1,1,,1,1,1
2021. 2.13,202102130501050110,202101160601050304,1,東京,1,1,クツワノセキトリ,木幡巧也,1162,5,2,６,５,10,4,7,4,,,4,5,,,7,9
2021. 2.13,202102130501050107,202101310501020113,1,東京,1,1,マラドーナ,小林脩斗,1183,4,7,７,５,7,13,10,11,,,4,5,,,4,5
2021. 2.13,202102130501050114,202012120605030102,1,東京,1,1,ハヤブサユートピア,大野拓弥,1096,7,1,８,４,14,2,3,3,,,8,9,,,2,2
2021. 2.13,202102130501050106,202008020402040614,1,東京,1,0,ブロードマリー,伊藤工真,1119,3,7,９,16,6,14,15,15,,,8,7,,,14,14
2021. 2.13,202102130501050111,202011280505080110,1,東京,1,1,シークレットギア,原優介,1184,6,5,10,10,11,10,13,6,,,11,13,,,14,12
2021. 2.13,202102130501050104,202012120605030208,1,東京,1,8,フレーズバニーユ,横山武史,1170,2,4,11,10,4,8,8,6,,,2,2,,15,15,16
2021. 2.13,202102130501050115,202101230601070308,1,東京,1,1,カラハリ,柴田大知,1009,8,4,12,２,15,8,6,6,,,11,11,,,10,8
2021. 2.13,202102130501050109,202012060703020109,1,東京,1,1,ハルハヤテ,宮崎北斗,1118,5,6,13,12,9,9,14,9,,,14,15,5,5,5,6
2021. 2.13,202102130501050116,202012120605030112,1,東京,1,1,ミルトブラック,木幡初也,1153,8,6,14,６,16,12,12,7,,,11,11,,,6,6
2021. 2.13,202102130501050108,202011080505020110,1,東京,1,1,クレールプリュネル,丸田恭介,1117,4,6,15,14,8,10,16,14,,,10,9,,,5,4
2021. 2.13,202102130501050101,202012050703010211,1,東京,1,1,ラロワイヤル,北村宏司,1043,1,6,16,８,1,11,11,7,,,16,16,,,10,11
2021. 2. 7,202102070501040114,202101090601020308,1,東京,1,1,リワードマレンゴ,横山典弘,660,7,4,１,２,14,8,1,1,,,3,5,,,11,11
2021. 2. 7,202102070501040101,202101160601050303,1,東京,1,1,オレデイイノカ,内田博幸,422,1,2,２,３,1,3,3,2,,,1,1,,,11,6
2021. 2. 7,202102070501040107,202012200605060107,1,東京,1,1,キラメキ,吉田豊,733,4,4,３,４,7,7,6,6,,,7,5,,,4,2
2021. 2. 7,202102070501040116,202101090601020315,1,東京,1,1,モンチ,北村宏司,1043,8,8,４,５,16,15,8,6,,,13,12,,,7,6
2021. 2. 7,202102070501040102,202012190605050211,1,東京,1,1,インプルーヴ,嘉藤貴行,1051,1,6,５,14,2,11,11,12,,,3,3,2,2,2,1
2021. 2. 7,202102070501040103,202012200703060507,1,東京,1,0,ララマカロン,津村明秀,1092,2,4,６,６,3,7,5,10,,,2,2,,,5,6
2021. 2. 7,202102070501040113,202011280505080307,1,東京,1,0,キタノプレアー,丸山元気,1127,7,5,７,11,13,7,13,12,,,14,14,,3,3,3
2021. 2. 7,202102070501040112,202012200703060116,1,東京,1,1,コーンフィールド,ルメール,5339,6,8,８,２,12,16,2,4,,,7,7,,,3,3
2021. 2. 7,202102070501040115,202012190605050204,1,東京,1,1,パンプイットアップ,小林脩斗,1183,8,2,９,15,15,4,15,11,,,14,14,4,4,4,7
2021. 2. 7,202102070501040105,202011140505030503,1,東京,1,1,プレリュードノート,岩田康誠,5203,3,3,10,10,5,3,12,11,,,12,12,,,7,6
2021. 2. 7,202102070501040104,202012050703010402,1,東京,1,0,ノックトゥワイス,福永祐一,1014,2,1,11,６,4,2,4,8,,,11,9,,4,6,5
2021. 2. 7,202102070501040111,202101160601050314,1,東京,1,1,ニシノカタパルト,岩部純二,726,6,7,12,２,11,14,7,5,,,7,9,,,3,3
2021. 2. 7,202102070501040106,202012190605050104,1,東京,1,1,ブリスク,坂井瑠星,1163,3,2,13,14,6,4,16,16,,,14,16,,,14,14
2021. 2. 7,202102070501040110,202012260605070606,1,東京,1,1,キャラクターピース,武士沢友,1029,5,4,14,７,10,6,10,14,,,6,7,2,2,2,2
2021. 2. 7,202102070501040108,202012130605040216,1,東京,1,1,オープンセサミ,江田照男,689,4,8,15,14,8,16,9,8,,,7,9,4,4,4,9
2021. 2. 7,202102070501040109,202012130605040103,1,東京,1,1,ビッグブルールーフ,野中悠太,1158,5,2,16,13,9,3,14,13,,,3,3,,,12,12
2021. 2. 6,202102060501030112,202011280505080601,1,東京,1,1,スズカビーチ,小林脩斗,1183,6,1,１,４,12,1,5,11,,,1,1,,,1,1
2021. 2. 6,202102060501030108,202012190605050704,1,東京,1,8,アイアゲート,津村明秀,1092,4,2,２,９,8,4,2,6,,,3,3,,11,10,12
2021. 2. 6,202102060501030111,202011280505080613,1,東京,1,1,ボレロ,三浦皇成,1122,6,7,３,６,11,13,4,3,,,4,4,,,5,4
2021. 2. 6,202102060501030106,202101160601050409,1,東京,1,1,エーアイダンサー,丸山元気,1127,3,5,４,３,6,9,6,5,,,2,2,1,1,1,1
2021. 2. 6,202102060501030114,202011070505010602,1,東京,1,1,エコロマリン,横山武史,1170,7,2,５,10,14,2,7,11,,,11,10,,,9,10
2021. 2. 6,202102060501030104,202012120605030103,1,東京,1,1,ビービーラノビア,大野拓弥,1096,2,2,６,８,4,3,8,8,,,6,6,,,10,10
2021. 2. 6,202102060501030116,202012050703010206,1,東京,1,1,サンランシング,北村宏司,1043,8,3,７,14,16,6,11,9,,,8,6,,,8,9
2021. 2. 6,202102060501030103,202101170601060101,1,東京,1,1,アデウス,丸田恭介,1117,2,1,８,５,3,1,12,12,,,10,10,,,10,9
2021. 2. 6,202102060501030101,202011230505070106,1,東京,1,1,グルナピーク,柴田大知,1009,1,3,９,３,1,6,3,1,,,11,13,,,4,4
2021. 2. 6,202102060501030110,202007250402010614,1,東京,1,1,コトブキアリエス,原優介,1184,5,8,10,14,10,14,10,10,,,13,13,,,8,10
2021. 2. 6,202102060501030113,202101170601060105,1,東京,1,1,カード,江田照男,689,7,3,11,３,13,5,1,1,,,15,12,,,3,2
2021. 2. 6,202102060501030109,202012190605050705,1,東京,1,8,ウンジョウノメガミ,木幡巧也,1162,5,3,12,12,9,5,9,13,,,8,9,,4,6,6
2021. 2. 6,202102060501030107,202012190605050605,1,東京,1,1,スクリーニング,野中悠太,1158,4,3,13,10,7,5,14,9,,,6,6,,,7,9
2021. 2. 6,202102060501030115,202010100504010212,1,東京,1,0,レジーナピアノ,杉原誠人,1135,8,7,14,14,15,12,15,14,,,14,13,,14,14,14
2021. 2. 6,202102060501030105,202011230505070218,1,東京,1,0,ミカンタルト,伊藤工真,1119,3,8,15,18,5,18,13,15,,,4,4,,,2,2
2021. 2. 6,202102060501030102,202012050605010510,1,東京,1,8,シャイニークロレ,岩部純二,726,1,5,16,16,2,10,16,16,,,16,16,,,16,16
2021. 1.31,202101310501020111,202011080505020102,1,東京,1,1,グアドループ,ルメール,5339,6,2,１,４,11,2,2,1,,,4,5,,,3,4
2021. 1.31,202101310501020112,202101100601030113,1,東京,1,1,エバーサニーハート,石橋脩,1077,6,7,２,３,12,13,3,3,,,7,7,,,12,11
2021. 1.31,202101310501020104,202011290505090104,1,東京,1,1,タピテール,田辺裕信,1075,2,2,３,２,4,4,1,1,,,4,2,,,3,2
2021. 1.31,202101310501020108,202011230505070412,1,東京,1,0,キトゥンズルンバ,大野拓弥,1096,4,6,４,10,8,12,5,4,,,10,11,,3,5,5
2021. 1.31,202101310501020113,202012050605010413,1,東京,1,1,マラドーナ,小林脩斗,1183,7,7,５,８,13,13,11,7,,,4,5,3,4,4,5
2021. 1.31,202101310501020107,202012200605060214,1,東京,1,1,サンエルセントロ,蛯名正義,663,4,7,６,６,7,14,4,3,,,11,9,4,5,2,2
2021. 1.31,202101310501020105,202011280505080202,1,東京,1,1,セイウンオードリー,内田博幸,422,3,1,７,８,5,2,6,4,,,9,9,,,2,2
2021. 1.31,202101310501020106,202101170701060115,1,東京,1,1,オープンワールド,戸崎圭太,5386,3,8,８,４,6,15,7,13,,,7,8,,,10,9
2021. 1.31,202101310501020102,202011210505050406,1,東京,1,1,ブリエヴェール,石川裕紀,1150,1,3,９,８,2,6,12,8,,,1,1,,,2,2
2021. 1.31,202101310501020103,202012200605060212,1,東京,1,1,アポロドリーム,武藤雅,1169,2,6,10,14,3,12,13,13,,,2,2,1,1,4,7
2021. 1.31,202101310501020114,202011080505020108,1,東京,1,1,ブラウンザウバー,野中悠太,1158,7,5,11,11,14,8,15,13,,,13,13,,,14,14
2021. 1.31,202101310501020116,202012050605010102,1,東京,1,1,フラッシュヒーロー,杉原誠人,1135,8,1,12,16,16,2,16,16,,,13,15,,,16,16
2021. 1.31,202101310501020109,202011150505040607,1,東京,1,1,ピンクマジック,津村明秀,1092,5,5,13,12,9,7,10,7,,,2,2,,,6,10
2021. 1.31,202101310501020115,202012130605040303,1,東京,1,1,カラドボルグ,酒井学,1034,8,2,14,６,15,3,9,12,,,12,12,,,11,11
2021. 1.31,202101310501020110,202011280505080105,1,東京,1,1,ラウンシー,木幡巧也,1162,5,3,15,12,10,5,8,3,,,16,15,,,13,13
2021. 1.31,202101310501020101,202011220505060510,1,東京,1,0,キタノイブラン,武士沢友,1029,1,8,16,11,1,10,14,11,,,13,13,,8,11,11
2021. 1.30,202101300501010102,202011230505070102,1,東京,1,1,プレフェリータ,戸崎圭太,5386,1,1,１,６,2,2,5,4,,,1,1,,,8,7
2021. 1.30,202101300501010104,202101090601020111,1,東京,1,1,ナンノコレシキ,横山武史,1170,2,6,２,４,4,11,2,1,,,7,7,,,10,10
2021. 1.30,202101300501010103,202101100601030112,1,東京,1,1,ホープケツァール,丸田恭介,1117,2,6,３,４,3,12,3,8,,,2,2,,,3,3
2021. 1.30,202101300501010108,202101100601030114,1,東京,1,1,フクノルッカ,田辺裕信,1075,4,7,４,２,8,14,1,2,,,3,3,,,8,7
2021. 1.30,202101300501010112,202101110601040401,1,東京,1,1,シンシアハート,大野拓弥,1096,6,1,５,５,12,1,6,3,,,4,5,,,9,8
2021. 1.30,202101300501010116,202011080303040204,1,東京,1,0,ファインヒューズ,内田博幸,422,8,2,６,12,16,4,7,8,,,4,3,,,12,12
2021. 1.30,202101300501010110,202101110601040413,1,東京,1,1,アウリッシュ,三浦皇成,1122,5,7,７,４,10,13,4,1,,,4,5,,,2,2
2021. 1.30,202101300501010113,202010310504070109,1,東京,1,1,ドナリノ,原優介,1184,7,7,８,11,13,9,12,10,,,14,13,,,10,10
2021. 1.30,202101300501010115,202007190302060202,1,東京,1,0,タミルナードゥ,杉原誠人,1135,8,1,９,16,15,2,13,14,,,7,7,5,4,9,10
2021. 1.30,202101300501010101,202007190302060508,1,東京,1,0,キタノコンキスタ,嶋田純次,1134,1,4,10,14,1,8,15,14,,,10,9,16,16,14,12
2021. 1.30,202101300501010106,202007110302030112,1,東京,1,0,ボンバーガール,武士沢友,1029,3,6,11,11,6,12,8,16,,,15,14,,,16,14
2021. 1.30,202101300501010111,202010180504040401,1,東京,1,0,ナイアレ,吉田豊,733,6,1,12,17,11,1,10,16,,,12,11,,,16,17
2021. 1.30,202101300501010109,202011080303040212,1,東京,1,0,グリーンシュート,石川裕紀,1150,5,6,13,15,9,12,9,16,,,11,11,,,16,16
2021. 1.30,202101300501010105,202010110504020308,1,東京,1,0,モッツアフィアート,津村明秀,1092,3,5,14,12,5,8,11,13,,,9,9,,,8,9
2021. 1.30,202101300501010107,202009120604010216,1,東京,1,1,ベストシーズン,野中悠太,1158,4,8,15,15,7,16,14,16,,,12,14,12,12,16,15
2021. 1.30,202101300501010114,202008160403020514,1,東京,1,8,キボウノヒビキ,的場勇人,1108,7,7,16,18,14,14,16,12,,,16,16,,,9,10
2021. 1.24,202101240601080116,202101110601040114,1,中山,1,1,アイスマン,Ｍ．デム,5212,8,7,１,２,16,14,1,3,,,3,3,,,2,2
2021. 1.24,202101240601080107,202101100601030107,1,中山,1,1,ヴィオマージュ,木幡巧也,1162,4,4,２,５,7,7,3,5,,,2,2,,,2,1
2021. 1.24,202101240601080113,202012120605030206,1,中山,1,8,ショウナンアドール,横山武史,1170,7,3,３,６,13,6,2,8,,,7,5,,4,5,5
2021. 1.24,202101240601080104,202010240504050303,1,中山,1,0,イルクオーレ,石橋脩,1077,2,2,４,６,4,3,4,8,,,9,9,,,7,7
2021. 1.24,202101240601080109,202012260906070201,1,中山,1,1,マスケティアーズ,杉原誠人,1135,5,1,５,15,9,1,15,11,,,10,10,7,8,8,9
2021. 1.24,202101240601080110,202012190605050112,1,中山,1,1,スマイルハライト,大野拓弥,1096,5,6,６,６,10,12,6,8,,,3,4,,,8,9
2021. 1.24,202101240601080115,202012200605060302,1,中山,1,1,ミュークルークス,武士沢友,1029,8,1,７,13,15,2,10,12,,,7,8,,,14,15
2021. 1.24,202101240601080108,202012270605080410,1,中山,1,1,レラシオネス,柴田大知,1009,4,5,８,４,8,10,9,8,,,5,5,,,7,5
2021. 1.24,202101240601080114,202012260605070101,1,中山,1,1,カンタベリーマッハ,小林脩斗,1183,7,1,９,９,14,1,5,9,,,1,1,,,5,4
2021. 1.24,202101240601080112,202012190605050615,1,中山,1,1,ヴィットリオーザ,嶋田純次,1134,6,8,10,９,12,15,11,8,,,11,11,,,4,5
2021. 1.24,202101240601080106,202012130605040302,1,中山,1,1,フジグランツ,江田照男,689,3,1,11,７,6,2,7,6,,,6,5,,,10,10
2021. 1.24,202101240601080111,202011280505080112,1,中山,1,1,アグレッシブ,柴山雄一,5243,6,6,12,13,11,12,14,15,,,14,14,,,14,16
2021. 1.24,202101240601080105,202012120605030512,1,中山,1,8,ラッキーベルン,池添謙一,1032,3,6,13,10,5,12,8,14,,,11,12,,1,2,2
2021. 1.24,202101240601080101,202012190605050108,1,中山,1,1,ニシノサラマ,原優介,1184,1,4,14,９,1,8,12,11,,,14,15,,,11,13
2021. 1.24,202101240601080103,202012190605050116,1,中山,1,1,キタノフェスタ,宮崎北斗,1118,2,8,15,13,3,16,16,13,,,11,12,,,15,14
2021. 1.24,202101240601080102,202012120605030603,1,中山,1,1,トウショウピボット,岩部純二,726,1,2,16,16,2,3,13,16,,,16,16,,,15,15
2021. 1.23,202101230601070115,202009120604010309,1,中山,1,8,スターリングワース,田辺裕信,1075,8,5,１,２,15,9,2,2,,,4,4,,,11,9
2021. 1.23,202101230601070104,202101090601020107,1,中山,1,1,ラインオブフェイト,戸崎圭太,5386,2,4,２,３,4,7,4,6,,,9,8,,,5,5
2021. 1.23,202101230601070103,202012130605040305,1,中山,1,1,ピラミデ,石橋脩,1077,2,3,３,８,3,5,6,2,,,1,1,,,6,5
2021. 1.23,202101230601070102,202012050605010608,1,中山,1,1,マイブリュージュ,武藤雅,1169,1,5,４,７,2,8,14,9,,,10,10,,,5,6
2021. 1.23,202101230601070114,202012060605020113,1,中山,1,1,ステディシュシュ,柴田大知,1009,7,7,５,２,14,13,3,5,,,8,8,,,8,8
2021. 1.23,202101230601070111,202101050601010114,1,中山,1,1,リュヌダムール,ルメール,5339,6,7,６,２,11,14,1,3,,,2,2,,,1,1
2021. 1.23,202101230601070107,202011210505050201,1,中山,1,1,ラヴドワンズ,杉原誠人,1135,4,1,７,８,7,1,8,7,,,13,11,,,3,2
2021. 1.23,202101230601070109,202012270605080403,1,中山,1,1,ラフカットジュエル,菅原隆一,1129,5,2,８,９,9,3,11,7,,,6,5,,,10,9
2021. 1.23,202101230601070106,202012270605080112,1,中山,1,1,ラブリークイーン,嘉藤貴行,1051,3,6,９,７,6,12,12,10,,,2,2,,,4,3
2021. 1.23,202101230601070116,202009190604030103,1,中山,1,1,ヒマラヤクリス,武士沢友,1029,8,3,10,12,16,3,7,5,,,5,5,,,5,6
2021. 1.23,202101230601070105,202011150505040205,1,中山,1,0,ロジプリン,内田博幸,422,3,3,11,６,5,5,5,4,,,6,7,,,7,6
2021. 1.23,202101230601070101,202010110504020408,1,中山,1,0,ゲツレンカ,丸田恭介,1117,1,4,12,18,1,8,15,15,,,13,14,,,18,18
2021. 1.23,202101230601070113,202011080505020303,1,中山,1,1,バードハズフロウン,嶋田純次,1134,7,2,13,13,13,3,16,16,,,10,11,,,10,12
2021. 1.23,202101230601070112,202012060703020401,1,中山,1,0,メイジュオーシャン,木幡巧也,1162,6,1,14,18,12,1,10,16,,,10,11,,,9,9
2021. 1.23,202101230601070110,202012200605060116,1,中山,1,1,ラッキーフレイム,田中勝春,684,5,8,15,９,10,16,13,10,,,13,14,,,7,7
2021. 1.23,202101230601070108,202012120605030611,1,中山,1,1,タンキエットゥ,大野拓弥,1096,4,6,16,９,8,11,9,12,,,16,16,,,6,6
2021. 1.17,202101170601060106,202009190604030416,1,中山,1,8,アドマイヤレビン,ルメール,5339,3,8,１,10,6,16,4,6,,,3,3,,14,14,15
2021. 1.17,202101170601060102,202101050601010116,1,中山,1,1,バルネージュ,木幡巧也,1162,1,8,２,５,2,16,2,4,,,5,3,,,3,2
2021. 1.17,202101170601060105,202012200605060101,1,中山,1,1,カード,江田照男,689,3,1,３,３,5,1,1,2,,,3,2,,,1,1
2021. 1.17,202101170601060116,202011230505070607,1,中山,1,0,ペルセウステソーロ,三浦皇成,1122,8,4,４,11,16,7,3,2,,,1,1,,,8,7
2021. 1.17,202101170601060101,202011280505080207,1,中山,1,1,アデウス,酒井学,1034,1,4,５,13,1,7,12,12,,,10,9,,,15,15
2021. 1.17,202101170601060104,202011210505050211,1,中山,1,1,カミヤガルーラ,岩田望来,1174,2,6,６,６,4,11,8,13,,,7,7,,,11,8
2021. 1.17,202101170601060114,,1,中山,1,,アルドゥマン,柴田大知,1009,7,,７,,14,,11,,,,12,11,,,,
2021. 1.17,202101170601060107,202010310504070513,1,中山,1,0,タカイチラブ,北村宏司,1043,4,7,８,10,7,13,6,13,,,7,8,,,3,3
2021. 1.17,202101170601060113,202011230505070114,1,中山,1,1,クリスタルスワン,吉田豊,733,7,7,９,10,13,14,10,15,,,14,14,,,15,15
2021. 1.17,202101170601060103,202011280505080101,1,中山,1,1,チャーチャンテン,小林脩斗,1183,2,1,10,８,3,1,9,10,,,10,11,,,3,4
2021. 1.17,202101170601060115,202009260604060303,1,中山,1,1,トーセンアーサー,宮崎北斗,1118,8,2,11,９,15,3,5,2,,,5,6,9,9,6,3
2021. 1.17,202101170601060109,202011140303050409,1,中山,1,0,ハイパーミラクル,原優介,1184,5,5,12,16,9,9,7,14,,,2,3,,,5,8
2021. 1.17,202101170601060111,202011280505080303,1,中山,1,0,リカバリーショット,的場勇人,1108,6,3,13,13,11,3,15,10,,,12,13,,8,11,13
2021. 1.17,202101170601060108,202009130604020104,1,中山,1,1,キタノインスパイア,岩部純二,726,4,4,14,８,8,4,14,8,,,9,9,,,3,5
2021. 1.17,202101170601060112,202011070505010507,1,中山,1,1,オスマントルコ,丸田恭介,1117,6,4,15,12,12,7,13,12,,,15,15,,,10,9
2021. 1.17,202101170601060110,,1,中山,1,,サンチャタヌーガ,武士沢友,1029,5,,16,,10,,16,,,,15,15,,,,
2021. 1.16,202101160601050105,202012050605010602,1,中山,1,1,ノーブルハーバー,横山武史,1170,3,2,１,９,5,2,11,6,,,9,7,,,3,5
2021. 1.16,202101160601050103,202011080505020201,1,中山,1,0,ニンジャゴー,Ｍ．デム,5212,2,1,２,12,3,1,4,4,,,2,1,,,5,6
2021. 1.16,202101160601050111,202011280505080510,1,中山,1,0,ブーケオブアイリス,木幡巧也,1162,6,5,３,14,11,10,6,5,,,14,13,,,5,5
2021. 1.16,202101160601050104,202012270605080411,1,中山,1,1,キュートラン,吉田豊,733,2,6,４,２,4,11,2,2,,,2,2,,,3,3
2021. 1.16,202101160601050116,202011280505080206,1,中山,1,1,ノーマロエア,北村宏司,1043,8,3,５,11,16,6,7,13,,,9,11,,,5,5
2021. 1.16,202101160601050112,202012270605080103,1,中山,1,1,ヤマイチキャプテン,三浦皇成,1122,6,2,６,４,12,3,1,2,,,5,7,,,8,8
2021. 1.16,202101160601050107,202012270605080409,1,中山,1,1,エコロアジェンダ,大野拓弥,1096,4,5,７,３,7,9,5,9,,,7,5,,,4,3
2021. 1.16,202101160601050115,202012060605020306,1,中山,1,8,ウインアルバローズ,野中悠太,1158,8,3,８,13,15,6,8,13,,,7,9,,,9,10
2021. 1.16,202101160601050114,202012050605010104,1,中山,1,1,モンギンゴー,高野和馬,1089,7,2,９,14,14,4,16,15,,,12,13,,,15,15
2021. 1.16,202101160601050109,202011080303040114,1,中山,1,1,ハンデンディオーネ,岩部純二,726,5,7,10,12,9,14,12,8,,,1,2,,,4,5
2021. 1.16,202101160601050101,202011210505050416,1,中山,1,1,サーフサウンド,石川裕紀,1150,1,8,11,12,1,16,15,15,,,14,13,,,6,7
2021. 1.16,202101160601050102,202012050605010103,1,中山,1,1,シグナステソーロ,原優介,1184,1,2,12,７,2,3,9,10,,,5,5,,,10,9
2021. 1.16,202101160601050113,202012050605010507,1,中山,1,8,シーピーエフペット,江田照男,689,7,4,13,７,13,7,3,7,,,9,10,,,9,9
2021. 1.16,202101160601050110,202012050605010612,1,中山,1,1,アーマー,丸田恭介,1117,5,7,14,８,10,12,10,5,,,4,4,,,2,2
2021. 1.16,202101160601050106,202012060605020310,1,中山,1,8,ナムラアダーラ,武士沢友,1029,3,5,15,14,6,10,14,16,,,12,11,,,9,10
2021. 1.16,202101160601050108,,1,中山,1,,バックドロップ,小林脩斗,1183,4,,16,,8,,13,,,,16,16,,,,
2021. 1.11,202101110601040115,202012190605050113,1,中山,1,1,トップヴィヴィット,横山典弘,660,8,7,１,２,15,13,1,1,,,1,1,,,6,6
2021. 1.11,202101110601040114,202011010504080211,1,中山,1,1,アイスマン,丸山元気,1127,7,6,２,６,14,11,3,1,,,2,2,,,5,5
2021. 1.11,202101110601040112,202012130605040115,1,中山,1,1,シゲルヒラトリ,三浦皇成,1122,6,8,３,２,12,15,2,4,,,7,8,,,3,2
2021. 1.11,202101110601040110,202011080505020304,1,中山,1,1,アイリーライフ,横山武史,1170,5,2,４,７,10,4,4,2,,,3,3,,,2,2
2021. 1.11,202101110601040104,202011070505010211,1,中山,1,1,カラハリ,柴田大知,1009,2,6,５,６,4,11,12,7,,,12,12,,,12,13
2021. 1.11,202101110601040109,202011230505070203,1,中山,1,0,グランディス,田辺裕信,1075,5,2,６,14,9,3,10,6,,,5,6,,,6,7
2021. 1.11,202101110601040107,202009190604030202,1,中山,1,1,アームストロング,内田博幸,422,4,2,７,９,7,2,9,6,,,5,5,9,9,6,8
